_id,class,description
o-dang_davidson_618,offensive,davidson_category_desc_537
o-dang_davidson_619,offensive,davidson_category_desc_538
o-dang_davidson_620,offensive,davidson_category_desc_539
o-dang_davidson_621,offensive,davidson_category_desc_540
o-dang_davidson_623,offensive,davidson_category_desc_541
o-dang_davidson_624,offensive,davidson_category_desc_542
o-dang_davidson_625,offensive,davidson_category_desc_543
o-dang_davidson_626,hate speech,davidson_category_desc_544
o-dang_davidson_627,offensive,davidson_category_desc_545
o-dang_davidson_628,offensive,davidson_category_desc_546
o-dang_davidson_629,offensive,davidson_category_desc_547
o-dang_davidson_630,offensive,davidson_category_desc_548
o-dang_davidson_631,offensive,davidson_category_desc_549
o-dang_davidson_632,offensive,davidson_category_desc_550
o-dang_davidson_633,offensive,davidson_category_desc_551
o-dang_davidson_634,offensive,davidson_category_desc_552
o-dang_davidson_635,offensive,davidson_category_desc_553
o-dang_davidson_636,hate speech,davidson_category_desc_554
o-dang_davidson_638,offensive,davidson_category_desc_555
o-dang_davidson_639,offensive,davidson_category_desc_556
o-dang_davidson_640,offensive,davidson_category_desc_557
o-dang_davidson_641,offensive,davidson_category_desc_558
o-dang_davidson_642,offensive,davidson_category_desc_559
o-dang_davidson_643,offensive,davidson_category_desc_560
o-dang_davidson_644,offensive,davidson_category_desc_561
o-dang_davidson_645,offensive,davidson_category_desc_562
o-dang_davidson_646,offensive,davidson_category_desc_563
o-dang_davidson_647,hate speech,davidson_category_desc_564
o-dang_davidson_648,hate speech,davidson_category_desc_565
o-dang_davidson_649,offensive,davidson_category_desc_566
o-dang_davidson_650,offensive,davidson_category_desc_567
o-dang_davidson_651,offensive,davidson_category_desc_568
o-dang_davidson_652,offensive,davidson_category_desc_569
o-dang_davidson_654,offensive,davidson_category_desc_570
o-dang_davidson_655,offensive,davidson_category_desc_571
o-dang_davidson_656,offensive,davidson_category_desc_572
o-dang_davidson_657,offensive,davidson_category_desc_573
o-dang_davidson_658,offensive,davidson_category_desc_574
o-dang_davidson_659,offensive,davidson_category_desc_575
o-dang_davidson_660,offensive,davidson_category_desc_576
o-dang_davidson_662,offensive,davidson_category_desc_577
o-dang_davidson_663,offensive,davidson_category_desc_578
o-dang_davidson_664,hate speech,davidson_category_desc_579
o-dang_davidson_665,offensive,davidson_category_desc_580
o-dang_davidson_666,offensive,davidson_category_desc_581
o-dang_davidson_667,offensive,davidson_category_desc_582
o-dang_davidson_668,offensive,davidson_category_desc_583
o-dang_davidson_670,offensive,davidson_category_desc_584
o-dang_davidson_672,offensive,davidson_category_desc_585
o-dang_davidson_673,offensive,davidson_category_desc_586
o-dang_davidson_674,offensive,davidson_category_desc_587
o-dang_davidson_676,offensive,davidson_category_desc_588
o-dang_davidson_682,offensive,davidson_category_desc_589
o-dang_davidson_683,offensive,davidson_category_desc_590
o-dang_davidson_684,hate speech,davidson_category_desc_591
o-dang_davidson_685,hate speech,davidson_category_desc_592
o-dang_davidson_686,offensive,davidson_category_desc_593
o-dang_davidson_687,offensive,davidson_category_desc_594
o-dang_davidson_689,offensive,davidson_category_desc_595
o-dang_davidson_690,offensive,davidson_category_desc_596
o-dang_davidson_691,hate speech,davidson_category_desc_597
o-dang_davidson_692,offensive,davidson_category_desc_598
o-dang_davidson_693,offensive,davidson_category_desc_599
o-dang_davidson_694,offensive,davidson_category_desc_600
o-dang_davidson_695,offensive,davidson_category_desc_601
o-dang_davidson_696,offensive,davidson_category_desc_602
o-dang_davidson_697,offensive,davidson_category_desc_603
o-dang_davidson_700,hate speech,davidson_category_desc_604
o-dang_davidson_701,hate speech,davidson_category_desc_605
o-dang_davidson_706,offensive,davidson_category_desc_606
o-dang_davidson_707,offensive,davidson_category_desc_607
o-dang_davidson_710,offensive,davidson_category_desc_608
o-dang_davidson_711,offensive,davidson_category_desc_609
o-dang_davidson_712,offensive,davidson_category_desc_610
o-dang_davidson_717,offensive,davidson_category_desc_611
o-dang_davidson_721,offensive,davidson_category_desc_612
o-dang_davidson_722,offensive,davidson_category_desc_613
o-dang_davidson_723,offensive,davidson_category_desc_614
o-dang_davidson_724,offensive,davidson_category_desc_615
o-dang_davidson_727,offensive,davidson_category_desc_616
o-dang_davidson_728,offensive,davidson_category_desc_617
o-dang_davidson_729,offensive,davidson_category_desc_618
o-dang_davidson_731,offensive,davidson_category_desc_619
o-dang_davidson_732,hate speech,davidson_category_desc_620
o-dang_davidson_734,hate speech,davidson_category_desc_621
o-dang_davidson_735,offensive,davidson_category_desc_622
o-dang_davidson_736,offensive,davidson_category_desc_623
o-dang_davidson_737,offensive,davidson_category_desc_624
o-dang_davidson_738,offensive,davidson_category_desc_625
o-dang_davidson_739,hate speech,davidson_category_desc_626
o-dang_davidson_740,offensive,davidson_category_desc_627
o-dang_davidson_741,offensive,davidson_category_desc_628
o-dang_davidson_743,offensive,davidson_category_desc_629
o-dang_davidson_749,offensive,davidson_category_desc_630
o-dang_davidson_750,offensive,davidson_category_desc_631
o-dang_davidson_753,offensive,davidson_category_desc_632
o-dang_davidson_754,offensive,davidson_category_desc_633
o-dang_davidson_755,offensive,davidson_category_desc_634
o-dang_davidson_756,offensive,davidson_category_desc_635
o-dang_davidson_758,offensive,davidson_category_desc_636
o-dang_davidson_759,offensive,davidson_category_desc_637
o-dang_davidson_760,hate speech,davidson_category_desc_638
o-dang_davidson_761,offensive,davidson_category_desc_639
o-dang_davidson_762,offensive,davidson_category_desc_640
o-dang_davidson_763,hate speech,davidson_category_desc_641
o-dang_davidson_765,offensive,davidson_category_desc_642
o-dang_davidson_769,offensive,davidson_category_desc_643
o-dang_davidson_770,offensive,davidson_category_desc_644
o-dang_davidson_771,offensive,davidson_category_desc_645
o-dang_davidson_772,offensive,davidson_category_desc_646
o-dang_davidson_773,offensive,davidson_category_desc_647
o-dang_davidson_774,offensive,davidson_category_desc_648
o-dang_davidson_776,hate speech,davidson_category_desc_649
o-dang_davidson_777,hate speech,davidson_category_desc_650
o-dang_davidson_778,hate speech,davidson_category_desc_651
o-dang_davidson_779,offensive,davidson_category_desc_652
o-dang_davidson_784,offensive,davidson_category_desc_653
o-dang_davidson_785,offensive,davidson_category_desc_654
o-dang_davidson_786,offensive,davidson_category_desc_655
o-dang_davidson_787,offensive,davidson_category_desc_656
o-dang_davidson_788,offensive,davidson_category_desc_657
o-dang_davidson_789,hate speech,davidson_category_desc_658
o-dang_davidson_790,offensive,davidson_category_desc_659
o-dang_davidson_791,offensive,davidson_category_desc_660
o-dang_davidson_792,offensive,davidson_category_desc_661
o-dang_davidson_793,hate speech,davidson_category_desc_662
o-dang_davidson_794,hate speech,davidson_category_desc_663
o-dang_davidson_795,offensive,davidson_category_desc_664
o-dang_davidson_796,offensive,davidson_category_desc_665
o-dang_davidson_797,hate speech,davidson_category_desc_666
o-dang_davidson_798,hate speech,davidson_category_desc_667
o-dang_davidson_800,hate speech,davidson_category_desc_668
o-dang_davidson_802,offensive,davidson_category_desc_669
o-dang_davidson_803,offensive,davidson_category_desc_670
o-dang_davidson_822,offensive,davidson_category_desc_671
o-dang_davidson_823,offensive,davidson_category_desc_672
o-dang_davidson_824,offensive,davidson_category_desc_673
o-dang_davidson_825,offensive,davidson_category_desc_674
o-dang_davidson_826,offensive,davidson_category_desc_675
o-dang_davidson_827,offensive,davidson_category_desc_676
o-dang_davidson_828,offensive,davidson_category_desc_677
o-dang_davidson_829,offensive,davidson_category_desc_678
o-dang_davidson_830,offensive,davidson_category_desc_679
o-dang_davidson_832,offensive,davidson_category_desc_680
o-dang_davidson_833,hate speech,davidson_category_desc_681
o-dang_davidson_834,hate speech,davidson_category_desc_682
o-dang_davidson_837,offensive,davidson_category_desc_683
o-dang_davidson_838,offensive,davidson_category_desc_684
o-dang_davidson_840,offensive,davidson_category_desc_685
o-dang_davidson_841,offensive,davidson_category_desc_686
o-dang_davidson_844,offensive,davidson_category_desc_687
o-dang_davidson_845,offensive,davidson_category_desc_688
o-dang_davidson_847,hate speech,davidson_category_desc_689
o-dang_davidson_848,offensive,davidson_category_desc_690
o-dang_davidson_852,offensive,davidson_category_desc_691
o-dang_davidson_853,offensive,davidson_category_desc_692
o-dang_davidson_855,offensive,davidson_category_desc_693
o-dang_davidson_856,offensive,davidson_category_desc_694
o-dang_davidson_858,offensive,davidson_category_desc_695
o-dang_davidson_859,offensive,davidson_category_desc_696
o-dang_davidson_860,offensive,davidson_category_desc_697
o-dang_davidson_861,offensive,davidson_category_desc_698
o-dang_davidson_862,offensive,davidson_category_desc_699
o-dang_davidson_863,offensive,davidson_category_desc_700
o-dang_davidson_864,offensive,davidson_category_desc_701
o-dang_davidson_865,offensive,davidson_category_desc_702
o-dang_davidson_866,offensive,davidson_category_desc_703
o-dang_davidson_867,offensive,davidson_category_desc_704
o-dang_davidson_868,offensive,davidson_category_desc_705
o-dang_davidson_869,offensive,davidson_category_desc_706
o-dang_davidson_870,offensive,davidson_category_desc_707
o-dang_davidson_871,offensive,davidson_category_desc_708
o-dang_davidson_872,offensive,davidson_category_desc_709
o-dang_davidson_875,offensive,davidson_category_desc_710
o-dang_davidson_876,offensive,davidson_category_desc_711
o-dang_davidson_877,offensive,davidson_category_desc_712
o-dang_davidson_878,offensive,davidson_category_desc_713
o-dang_davidson_879,offensive,davidson_category_desc_714
o-dang_davidson_880,offensive,davidson_category_desc_715
o-dang_davidson_881,offensive,davidson_category_desc_716
o-dang_davidson_882,offensive,davidson_category_desc_717
o-dang_davidson_883,offensive,davidson_category_desc_718
o-dang_davidson_884,offensive,davidson_category_desc_719
o-dang_davidson_885,offensive,davidson_category_desc_720
o-dang_davidson_886,offensive,davidson_category_desc_721
o-dang_davidson_887,offensive,davidson_category_desc_722
o-dang_davidson_888,offensive,davidson_category_desc_723
o-dang_davidson_889,offensive,davidson_category_desc_724
o-dang_davidson_890,offensive,davidson_category_desc_725
o-dang_davidson_891,offensive,davidson_category_desc_726
o-dang_davidson_892,offensive,davidson_category_desc_727
o-dang_davidson_893,offensive,davidson_category_desc_728
o-dang_davidson_894,offensive,davidson_category_desc_729
o-dang_davidson_895,offensive,davidson_category_desc_730
o-dang_davidson_896,offensive,davidson_category_desc_731
o-dang_davidson_897,offensive,davidson_category_desc_732
o-dang_davidson_898,offensive,davidson_category_desc_733
o-dang_davidson_899,offensive,davidson_category_desc_734
o-dang_davidson_900,offensive,davidson_category_desc_735
o-dang_davidson_901,offensive,davidson_category_desc_736
o-dang_davidson_902,offensive,davidson_category_desc_737
o-dang_davidson_904,offensive,davidson_category_desc_738
o-dang_davidson_905,offensive,davidson_category_desc_739
o-dang_davidson_907,offensive,davidson_category_desc_740
o-dang_davidson_908,offensive,davidson_category_desc_741
o-dang_davidson_913,offensive,davidson_category_desc_742
o-dang_davidson_915,offensive,davidson_category_desc_743
o-dang_davidson_918,offensive,davidson_category_desc_744
o-dang_davidson_920,offensive,davidson_category_desc_745
o-dang_davidson_921,offensive,davidson_category_desc_746
o-dang_davidson_922,offensive,davidson_category_desc_747
o-dang_davidson_924,offensive,davidson_category_desc_748
o-dang_davidson_925,offensive,davidson_category_desc_749
o-dang_davidson_926,offensive,davidson_category_desc_750
o-dang_davidson_927,offensive,davidson_category_desc_751
o-dang_davidson_928,offensive,davidson_category_desc_752
o-dang_davidson_929,offensive,davidson_category_desc_753
o-dang_davidson_930,offensive,davidson_category_desc_754
o-dang_davidson_931,offensive,davidson_category_desc_755
o-dang_davidson_932,offensive,davidson_category_desc_756
o-dang_davidson_933,offensive,davidson_category_desc_757
o-dang_davidson_935,offensive,davidson_category_desc_758
o-dang_davidson_936,offensive,davidson_category_desc_759
o-dang_davidson_938,offensive,davidson_category_desc_760
o-dang_davidson_940,offensive,davidson_category_desc_761
o-dang_davidson_941,offensive,davidson_category_desc_762
o-dang_davidson_942,offensive,davidson_category_desc_763
o-dang_davidson_943,offensive,davidson_category_desc_764
o-dang_davidson_944,offensive,davidson_category_desc_765
o-dang_davidson_945,offensive,davidson_category_desc_766
o-dang_davidson_946,offensive,davidson_category_desc_767
o-dang_davidson_947,offensive,davidson_category_desc_768
o-dang_davidson_948,offensive,davidson_category_desc_769
o-dang_davidson_949,offensive,davidson_category_desc_770
o-dang_davidson_950,offensive,davidson_category_desc_771
o-dang_davidson_952,offensive,davidson_category_desc_772
o-dang_davidson_953,offensive,davidson_category_desc_773
o-dang_davidson_954,offensive,davidson_category_desc_774
o-dang_davidson_955,offensive,davidson_category_desc_775
o-dang_davidson_956,offensive,davidson_category_desc_776
o-dang_davidson_957,offensive,davidson_category_desc_777
o-dang_davidson_958,offensive,davidson_category_desc_778
o-dang_davidson_959,offensive,davidson_category_desc_779
o-dang_davidson_960,offensive,davidson_category_desc_780
o-dang_davidson_961,offensive,davidson_category_desc_781
o-dang_davidson_962,offensive,davidson_category_desc_782
o-dang_davidson_963,offensive,davidson_category_desc_783
o-dang_davidson_964,offensive,davidson_category_desc_784
o-dang_davidson_965,offensive,davidson_category_desc_785
o-dang_davidson_966,offensive,davidson_category_desc_786
o-dang_davidson_967,hate speech,davidson_category_desc_787
o-dang_davidson_968,offensive,davidson_category_desc_788
o-dang_davidson_969,offensive,davidson_category_desc_789
o-dang_davidson_970,hate speech,davidson_category_desc_790
o-dang_davidson_971,offensive,davidson_category_desc_791
