_id,category,description
o-dang_ami_4791,stereotype,ami_category_desc_2157
o-dang_ami_4792,stereotype,ami_category_desc_2158
o-dang_ami_4794,sexual_harassment,ami_category_desc_2159
o-dang_ami_4795,sexual_harassment,ami_category_desc_2160
o-dang_ami_4796,dominance,ami_category_desc_2161
o-dang_ami_4798,discredit,ami_category_desc_2162
o-dang_ami_4799,discredit,ami_category_desc_2163
o-dang_ami_4800,sexual_harassment,ami_category_desc_2164
o-dang_ami_4801,dominance,ami_category_desc_2165
o-dang_ami_4802,sexual_harassment,ami_category_desc_2166
o-dang_ami_4803,discredit,ami_category_desc_2167
o-dang_ami_4804,discredit,ami_category_desc_2168
o-dang_ami_4807,dominance,ami_category_desc_2169
o-dang_ami_4812,dominance,ami_category_desc_2170
o-dang_ami_4814,discredit,ami_category_desc_2171
o-dang_ami_4815,discredit,ami_category_desc_2172
o-dang_ami_4821,dominance,ami_category_desc_2173
o-dang_ami_4822,discredit,ami_category_desc_2174
o-dang_ami_4824,dominance,ami_category_desc_2175
o-dang_ami_4825,stereotype,ami_category_desc_2176
o-dang_ami_4829,discredit,ami_category_desc_2177
o-dang_ami_4830,stereotype,ami_category_desc_2178
o-dang_ami_4831,dominance,ami_category_desc_2179
o-dang_ami_4833,stereotype,ami_category_desc_2180
o-dang_ami_4834,dominance,ami_category_desc_2181
o-dang_ami_4835,sexual_harassment,ami_category_desc_2182
o-dang_ami_4838,sexual_harassment,ami_category_desc_2183
o-dang_ami_4839,dominance,ami_category_desc_2184
o-dang_ami_4841,stereotype,ami_category_desc_2185
o-dang_ami_4842,discredit,ami_category_desc_2186
o-dang_ami_4844,discredit,ami_category_desc_2187
o-dang_ami_4845,dominance,ami_category_desc_2188
o-dang_ami_4847,sexual_harassment,ami_category_desc_2189
o-dang_ami_4849,dominance,ami_category_desc_2190
o-dang_ami_4853,discredit,ami_category_desc_2191
o-dang_ami_4855,sexual_harassment,ami_category_desc_2192
o-dang_ami_4859,stereotype,ami_category_desc_2193
o-dang_ami_4860,dominance,ami_category_desc_2194
o-dang_ami_4861,discredit,ami_category_desc_2195
o-dang_ami_4863,stereotype,ami_category_desc_2196
o-dang_ami_4864,dominance,ami_category_desc_2197
o-dang_ami_4867,stereotype,ami_category_desc_2198
o-dang_ami_4870,dominance,ami_category_desc_2199
o-dang_ami_4871,dominance,ami_category_desc_2200
o-dang_ami_4873,discredit,ami_category_desc_2201
o-dang_ami_4874,dominance,ami_category_desc_2202
o-dang_ami_4876,derailing,ami_category_desc_2203
o-dang_ami_4877,dominance,ami_category_desc_2204
o-dang_ami_4879,stereotype,ami_category_desc_2205
o-dang_ami_4887,stereotype,ami_category_desc_2206
o-dang_ami_4890,stereotype,ami_category_desc_2207
o-dang_ami_4891,stereotype,ami_category_desc_2208
o-dang_ami_4894,stereotype,ami_category_desc_2209
o-dang_ami_4898,dominance,ami_category_desc_2210
o-dang_ami_4902,dominance,ami_category_desc_2211
o-dang_ami_4904,stereotype,ami_category_desc_2212
o-dang_ami_4906,stereotype,ami_category_desc_2213
o-dang_ami_4907,dominance,ami_category_desc_2214
o-dang_ami_4909,stereotype,ami_category_desc_2215
o-dang_ami_4911,discredit,ami_category_desc_2216
o-dang_ami_4912,stereotype,ami_category_desc_2217
o-dang_ami_4915,discredit,ami_category_desc_2218
o-dang_ami_4918,stereotype,ami_category_desc_2219
o-dang_ami_4919,discredit,ami_category_desc_2220
o-dang_ami_4921,discredit,ami_category_desc_2221
o-dang_ami_4922,stereotype,ami_category_desc_2222
o-dang_ami_4923,stereotype,ami_category_desc_2223
o-dang_ami_4924,discredit,ami_category_desc_2224
o-dang_ami_4925,stereotype,ami_category_desc_2225
o-dang_ami_4926,stereotype,ami_category_desc_2226
o-dang_ami_4927,dominance,ami_category_desc_2227
o-dang_ami_4928,dominance,ami_category_desc_2228
o-dang_ami_4930,discredit,ami_category_desc_2229
o-dang_ami_4932,dominance,ami_category_desc_2230
o-dang_ami_4934,dominance,ami_category_desc_2231
o-dang_ami_4937,dominance,ami_category_desc_2232
o-dang_ami_4939,stereotype,ami_category_desc_2233
o-dang_ami_4942,discredit,ami_category_desc_2234
o-dang_ami_4943,stereotype,ami_category_desc_2235
o-dang_ami_4947,stereotype,ami_category_desc_2236
o-dang_ami_4948,stereotype,ami_category_desc_2237
o-dang_ami_4954,dominance,ami_category_desc_2238
o-dang_ami_4955,dominance,ami_category_desc_2239
o-dang_ami_4957,stereotype,ami_category_desc_2240
o-dang_ami_4960,stereotype,ami_category_desc_2241
o-dang_ami_4961,discredit,ami_category_desc_2242
o-dang_ami_4963,stereotype,ami_category_desc_2243
o-dang_ami_4964,stereotype,ami_category_desc_2244
